"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 15 04:43:17 GMT 2022","Tue Nov 15 04:43:18 GMT 2022","663","tests","test_luma_automation","","","","test_go_to_tees_page",""
"skipped","Tue Nov 15 04:43:20 GMT 2022","Tue Nov 15 04:43:21 GMT 2022","712","tests","test_luma_automation","","","","test_go_to_tees_psge_too",""
