"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Nov 15 05:50:32 GMT 2022","Tue Nov 15 05:50:33 GMT 2022","948","tests","test_luma_automation","","","","test_go_to_tees_psge_too",""
"passed","Tue Nov 15 05:50:29 GMT 2022","Tue Nov 15 05:50:30 GMT 2022","968","tests","test_luma_automation","","","","test_go_to_tees_page",""
