"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 19 09:13:26 GMT 2022","Sat Nov 19 09:13:27 GMT 2022","887","tests","test_luma_automation","","","","test_go_to_tees_page",""
"passed","Sat Nov 19 09:13:29 GMT 2022","Sat Nov 19 09:13:30 GMT 2022","1198","tests","test_luma_automation","","","","test_go_men_page",""
