"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 22 03:29:26 GMT 2022","Tue Nov 22 03:29:27 GMT 2022","786","tests","test_luma_automation","","","","test_go_men_page",""
"passed","Tue Nov 22 03:29:22 GMT 2022","Tue Nov 22 03:29:23 GMT 2022","972","tests","test_luma_automation","","","","test_go_to_tees_page",""
