"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 19 09:09:07 GMT 2022","Sat Nov 19 09:09:08 GMT 2022","802","tests","test_luma_automation","","","","test_go_to_tees_page",""
"passed","Sat Nov 19 09:09:10 GMT 2022","Sat Nov 19 09:09:11 GMT 2022","740","tests","test_luma_automation","","","","test_go_men_page",""
