"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 15 09:56:15 GMT 2022","Tue Nov 15 09:56:16 GMT 2022","889","tests","test_luma_automation","","","","test_go_to_tees_page",""
"passed","Tue Nov 15 09:56:18 GMT 2022","Tue Nov 15 09:56:19 GMT 2022","805","tests","test_luma_automation","","","","test_go_men_page",""
