"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 21 03:59:05 GMT 2022","Mon Nov 21 03:59:05 GMT 2022","778","tests","test_luma_automation","","","","test_go_men_page",""
"passed","Mon Nov 21 03:59:02 GMT 2022","Mon Nov 21 03:59:03 GMT 2022","769","tests","test_luma_automation","","","","test_go_to_tees_page",""
