"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 15 09:50:02 GMT 2022","Tue Nov 15 09:50:03 GMT 2022","804","tests","test_luma_automation","","","","test_go_to_tees_page",""
"passed","Tue Nov 15 09:50:05 GMT 2022","Tue Nov 15 09:50:05 GMT 2022","861","tests","test_luma_automation","","","","test_go_men_page",""
