"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Nov 15 05:56:44 GMT 2022","Tue Nov 15 05:56:45 GMT 2022","979","tests","test_luma_automation","","","","test_go_to_tees_psge_too",""
"passed","Tue Nov 15 05:56:41 GMT 2022","Tue Nov 15 05:56:42 GMT 2022","915","tests","test_luma_automation","","","","test_go_to_tees_page",""
