"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Nov 15 06:16:22 GMT 2022","Tue Nov 15 06:16:23 GMT 2022","955","tests","test_luma_automation","","","","test_go_to_tees_psge_too",""
"passed","Tue Nov 15 06:16:19 GMT 2022","Tue Nov 15 06:16:20 GMT 2022","931","tests","test_luma_automation","","","","test_go_to_tees_page",""
