"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Nov 15 04:31:58 GMT 2022","Tue Nov 15 04:31:59 GMT 2022","993","tests","test_luma_automation","","","","test_go_to_tees_psge_too",""
"passed","Tue Nov 15 04:31:55 GMT 2022","Tue Nov 15 04:31:56 GMT 2022","987","tests","test_luma_automation","","","","test_go_to_tees_page",""
