"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Nov 15 06:22:06 GMT 2022","Tue Nov 15 06:22:07 GMT 2022","828","tests","test_luma_automation","","","","test_go_to_tees_psge_too",""
"passed","Tue Nov 15 06:22:04 GMT 2022","Tue Nov 15 06:22:04 GMT 2022","840","tests","test_luma_automation","","","","test_go_to_tees_page",""
