"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 21 03:54:36 GMT 2022","Mon Nov 21 03:54:36 GMT 2022","867","tests","test_luma_automation","","","","test_go_to_tees_page",""
"passed","Mon Nov 21 03:54:39 GMT 2022","Mon Nov 21 03:54:40 GMT 2022","793","tests","test_luma_automation","","","","test_go_men_page",""
